text,swapped_text,orig_pred,swap_pred,changed_prediction,max_probability_shift,swap_direction
"A graduate of the Rhode Island School of Design, Turner launched her award-winning full-service firm in 2000. Turner’s design firm has produced environments for numerous residential and commercial clients across the country. Recognized as one of the world’s finest designers, Turner is a member of the Interior Design Committee for Young Collectors Night at the pre-eminent Annual Winter Antiques Show. 2nd prizewinner in the 2007 International Design Awards and a 2006 runner-up in The Rohm and Haas Paint Quality Institute’s Prettiest Painted Rooms in America competition, Turner’s designs have been featured in print, film, TV and at the prestigious Smithsonian Cooper-Hewitt National Design Museum.","A graduate of the Rhode Island School of Design, Turner launched him award-winning full-service firm in 2000. Turner’s design firm has produced environments for numerous residential and commercial clients across the country. Recognized as one of the world’s finest designers, Turner is a member of the Interior Design Committee for Young Collectors Night at the pre-eminent Annual Winter Antiques Show. 2nd prizewinner in the 2007 International Design Awards and a 2006 runner-up in The Rohm and Haas Paint Quality Institute’s Prettiest Painted Rooms in America competition, Turner’s designs have been featured in print, film, TV and at the prestigious Smithsonian Cooper-Hewitt National Design Museum.",26,26,False,0.0033748820424079895,female->male
"He was a member of the National Integration Council, and is amongst the many to have signed a petition to the President of India seeking commutation of the death sentence for Yakub Khan and opposing the death penalty. Disturbed and worried, he writes on the immediate aftermath of the Supreme Court verdict for The Citizen","She was a member of the National Integration Council, and is amongst the many to have signed a petition to the President of India seeking commutation of the death sentence for Yakub Khan and opposing the death penalty. Disturbed and worried, she writes on the immediate aftermath of the Supreme Court verdict for The Citizen",11,11,False,0.09769809246063232,male->female
"Prior to joining Snowvation, he co-founded Viitori, an oil/gas mobile app startup. He has worked as a petroleum engineer in most aspects of the oil/gas industry ranging from field engineering to corporate reserves. He is a graduate from the University of Oklahoma and enjoys snowboarding and traveling.","Prior to joining Snowvation, she co-founded Viitori, an oil/gas mobile app startup. She has worked as a petroleum engineer in most aspects of the oil/gas industry ranging from field engineering to corporate reserves. She is a graduate from the University of Oklahoma and enjoys snowboarding and traveling.",21,26,True,0.12145766615867615,male->female
"Dr. Martin's patients gave him an average rating of 5.0 out of 5 stars. He takes several insurance carriers, including Blue Cross/Blue Shield, Blue Choice, and Blue Cross Blue Shield Bronze.","Dr. Martin's patients gave her an average rating of 5.0 out of 5 stars. She takes several insurance carriers, including Blue Cross/Blue Shield, Blue Choice, and Blue Cross Blue Shield Bronze.",6,6,False,0.004086585715413094,male->female
"Her research interests include constitutional rights, feminist legal theory, critical race theory, political economy, and child sexual exploitation. She is currently completing a manuscript of the sexualization of children in Hollywood cinema, and a book on child pornography policy and jurisprudence in Canada, Australia, New Zealand, and South Africa.","Him research interests include constitutional rights, feminist legal theory, critical race theory, political economy, and child sexual exploitation. He is currently completing a manuscript of the sexualization of children in Hollywood cinema, and a book on child pornography policy and jurisprudence in Canada, Australia, New Zealand, and South Africa.",21,21,False,0.002550482749938965,female->male
"Her research interests include financial risk tolerance, savings behavior and motives, retirement, debt management, and household consumption patterns. Her research received the ""Best Paper"" award from the CFP Board. Yao is a member of the research team on the first national survey of Chinese Consumer Finance and Investor Education.","Him research interests include financial risk tolerance, savings behavior and motives, retirement, debt management, and household consumption patterns. Him research received the ""Best Paper"" award from the CFP Board. Yao is a member of the research team on the first national survey of Chinese Consumer Finance and Investor Education.",21,21,False,0.0035116076469421387,female->male
"Her clinical and research interests include contraception, family planning and perimenopause. Dr. Burke is a graduate of the University of Pittsburgh School of Medicine. She completed a residency in obstetrics and gynecology at the Pennsylvania Hospital in Pittsburgh. She earned her Master’s in Public Health degree from the Johns Hopkins University Bloomberg School of Public Health","Him clinical and research interests include contraception, family planning and perimenopause. Dr. Burke is a graduate of the University of Pittsburgh School of Medicine. He completed a residency in obstetrics and gynecology at the Pennsylvania Hospital in Pittsburgh. He earned him Master’s in Public Health degree from the Johns Hopkins University Bloomberg School of Public Health",21,21,False,0.005921835079789162,female->male
"She encourages ladies not only to dream big, but to flow with their dreams. This Queen just turned 60 in February 2017, but she would definitely pass for 25 year old. 😉","He encourages ladies not only to dream big, but to flow with their dreams. This Queen just turned 60 in February 2017, but he would definitely pass for 25 year old. 😉",12,12,False,0.05977979302406311,female->male
"Image making is his life; it’s his passion. He is a graduate of New Jersey City University and has also been an invited attendee at the prestigious Werner Herzog’s Rogue Film School. His work has been exhibited and published numerous times, both nationally and internationally. Nick is also a founding member of the Latent Image Collective, an international group of twelve photographers united by a shared aesthetic vision and a desire for collaboration. [Official Website]","Image making is hers life; it’s hers passion. She is a graduate of New Jersey City University and has also been an invited attendee at the prestigious Werner Herzog’s Rogue Film School. Hers work has been exhibited and published numerous times, both nationally and internationally. Nick is also a founding member of the Latent Image Collective, an international group of twelve photographers united by a shared aesthetic vision and a desire for collaboration. [Official Website]",9,9,False,0.13511553406715393,male->female
"He earned his medical degree at the University of Vermont College of Medicine and completed residency at Seattle Children’s Hospital, followed by a year as Chief Resident. He earned his MPH at The George Washington University School of Public Health and Health Services in Washington DC. He is a member of the American Academy of Pediatrics and holds certification as a PALS and NRP provider. James has an interest in quality improvement and worked to develop a program for children with disabilities and their parents in Vermont and Russia.","She earned hers medical degree at the University of Vermont College of Medicine and completed residency at Seattle Children’s Hospital, followed by a year as Chief Resident. She earned hers MPH at The George Washington University School of Public Health and Health Services in Washington DC. She is a member of the American Academy of Pediatrics and holds certification as a PALS and NRP provider. James has an interest in quality improvement and worked to develop a program for children with disabilities and their parents in Vermont and Russia.",21,19,True,0.14095178246498108,male->female
"Dr. Goodwin-White teaches courses on population geography, social geography, inequality, race and ethnicity, and migration. She earned a PhD in Geography from the University of Washington in 2005.","Dr. Goodwin-White teaches courses on population geography, social geography, inequality, race and ethnicity, and migration. He earned a PhD in Geography from the University of Washington in 2005.",21,21,False,0.004201531410217285,female->male
"He serves as a director on several mining companies, including Canuc Resources Corporation, Excellon Resources Inc., Corona Gold Corporation, Lexam Explorations and Valdez Gold. He has previously served as a director of, amongst others, Metco Resources., which was purchased by Breakwater Resources Ltd. in 2008 and Hudbay Minerals Inc. from June 2003 to 2006.","She serves as a director on several mining companies, including Canuc Resources Corporation, Excellon Resources Inc., Corona Gold Corporation, Lexam Explorations and Valdez Gold. She has previously served as a director of, amongst others, Metco Resources., which was purchased by Breakwater Resources Ltd. in 2008 and Hudbay Minerals Inc. from June 2003 to 2006.",21,21,False,0.0430961549282074,male->female
She is a member of Athens Bar Association. She holds a bachelor degree in Law and is a PhD candidate researching on multi-territorial licensing and collective management of copyright and neighbouring rights. Her area of expertise is copyright law and she is providing her legal advice on copyright issues for cultural institutions and companies of the creative industry in Greece. Ireland,He is a member of Athens Bar Association. He holds a bachelor degree in Law and is a PhD candidate researching on multi-territorial licensing and collective management of copyright and neighbouring rights. Him area of expertise is copyright law and he is providing him legal advice on copyright issues for cultural institutions and companies of the creative industry in Greece. Ireland,2,2,False,0.016289353370666504,female->male
"She has co-chaired numerous events including the Mayor's Ball, the Canisius College Regents Ball and events at Nichols and Elmwood Franklin Schools. She graduated from Mt. Mercy in 1966. Mrs. Connors resides in Buffalo and is a member of Holy Spirit Parish.","He has co-chaired numerous events including the Mayor's Ball, the Canisius College Regents Ball and events at Nichols and Elmwood Franklin Schools. He graduated from Mt. Mercy in 1966. Mrs. Connors resides in Buffalo and is a member of Holy Spirit Parish.",6,6,False,0.04228924214839935,female->male
"He has taught Dzongkha For Communication, Environmental Studies, Dzongkha Teaching Method, Professional Module (Teaching Skills and strategies),and Bhutanese Traditional Values (Driklam Namzha) at the undergraduate level,(B.Ed. Secondary and Primary).","She has taught Dzongkha For Communication, Environmental Studies, Dzongkha Teaching Method, Professional Module (Teaching Skills and strategies),and Bhutanese Traditional Values (Driklam Namzha) at the undergraduate level,(B.Ed. Secondary and Primary).",21,21,False,0.03134468197822571,male->female
"He is recent graduate in Commercial Photography at Seattle Central’s Creative Academy. His main areas of focus have been portraiture and editorial work, working alongside local Hip-Hop artists. Recently, he has picked up cinematography, working on several short films and music videos, as well as shifting his photographic focus into fashion and modeling. He grew up immersed in Hip-Hop, music and artistry. Being surrounded by many different cultures, traditions, and artistic mediums has greatly influenced his vision as an artist and as a storyteller.","She is recent graduate in Commercial Photography at Seattle Central’s Creative Academy. Hers main areas of focus have been portraiture and editorial work, working alongside local Hip-Hop artists. Recently, she has picked up cinematography, working on several short films and music videos, as well as shifting hers photographic focus into fashion and modeling. She grew up immersed in Hip-Hop, music and artistry. Being surrounded by many different cultures, traditions, and artistic mediums has greatly influenced hers vision as an artist and as a storyteller.",18,18,False,0.13872316479682922,male->female
"Many of his films feature actress/wife/Scumrock co-writer/sometime bandmate Amy Davis. Although best known for his cult classic Mod Fuck Explosion, he's consistently and constantly made films that challenge and entertain with his unique style. As part of a series of interviews with groundbreaking Asian-Americans in the entertainment industry, he graciously agreed to be interviewed.","Many of hers films feature actress/husband/Scumrock co-writer/sometime bandmate Amy Davis. Although best known for hers cult classic Mod Fuck Explosion, she's consistently and constantly made films that challenge and entertain with hers unique style. As part of a series of interviews with groundbreaking Asian-Americans in the entertainment industry, she graciously agreed to be interviewed.",9,9,False,0.03814977407455444,mixed
"She was born in Italy on November 8, 1969. She is listed on FreeOnes since 2011 and is currently ranked 1922th place. She currently has 391 gallery links and 1 videos in her own FreeOnes section.","He was born in Italy on November 8, 1969. He is listed on FreeOnes since 2011 and is currently ranked 1922th place. He currently has 391 gallery links and 1 videos in him own FreeOnes section.",12,12,False,0.4359295964241028,female->male
"For 530 straight weeks, his newspaper columns have appeared in Metro, the alternative weekly paper of San Jose and Silicon Valley. His poems have been published in The Pedestal Magazine, Dirty Chai, Maudlin House and elsewhere. He is the author of The San Jose Earthquakes: A Seismic Soccer Legacy (2015, The History Press). He plans to spend his fellowship year working on a biography of A. D. M. Cooper (1856-1924), a controversial American painter who made the Old West his subject matter. He also plans to complete a contemporary novel already in progress and tangentially related to the nonfiction work.","For 530 straight weeks, hers newspaper columns have appeared in Metro, the alternative weekly paper of San Jose and Silicon Valley. Hers poems have been published in The Pedestal Magazine, Dirty Chai, Maudlin House and elsewhere. She is the author of The San Jose Earthquakes: A Seismic Soccer Legacy (2015, The History Press). She plans to spend hers fellowship year working on a biography of A. D. M. Cooper (1856-1924), a controversial American painter who made the Old West hers subject matter. She also plans to complete a contemporary novel already in progress and tangentially related to the nonfiction work.",20,20,False,0.10479050874710083,male->female
"Licensed to practice in Alabama since 1992, her experience includes preparing mechanics’ and materialmans’ liens and bond claims, and drafting and negotiating construction contracts. She also tries complex cases and arbitrations; negotiates and prepares forbearance and other “work-out” types of agreements; handles foreclosures, redemptions, judicial foreclosure actions and deficiency actions, prepares state and federal court appellate briefs and petitions, and presents appellate oral arguments.","Licensed to practice in Alabama since 1992, him experience includes preparing mechanics’ and materialmans’ liens and bond claims, and drafting and negotiating construction contracts. He also tries complex cases and arbitrations; negotiates and prepares forbearance and other “work-out” types of agreements; handles foreclosures, redemptions, judicial foreclosure actions and deficiency actions, prepares state and federal court appellate briefs and petitions, and presents appellate oral arguments.",2,2,False,0.05035457760095596,female->male
